CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
16802,10003839,GDPR Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,"[GDPR] Who is the Data Processor for the application, in charge of processing personal data?",
16802,10003831,GDPR Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[GDPR] Is the Data Processor for the application identified?,Yes
16802,10001304,Business Alignment Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[Portfolio Management] How many Business processes does the application support?,5 to 9 processes
16802,10006306,Business Alignment Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 3.0 - Market and Sell Products and Services
16802,10006307,Business Alignment Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[Portfolio Management] What is the application's life cycle stage?,In Development
16802,10003000,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Performance - Elasticity,Med (Moderate spikes occasionally)
16802,10003001,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Performance - Scalability," Fast, Linear Growth"
16802,10003003,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Performance - Latency, < 500ms
16802,10003004,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Performance - Throughput,5-25 Mbps
16802,10003104,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Operations - Business Continuity,"Moderate Availability required (99% - ""two nines"") "
16802,10003008,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Architecture - Application - Complexity,"Med, (N tier,  low integration w/other apps (2-5))"
16802,10003107,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a region
16802,10003014,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,2-3 years
16802,10003015,IaaS Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[IaaS] Financial - Operating Cost,"Med (Moderate SLAs, Minimal staffing)"
16802,10006303,TCO Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[TCO] What is the Total Cost of Ownership for this application?,High
16802,10006304,TCO Assessment,GDPR Assessment_solandra,03/28/2018,solandra,complete,[TCO] What is the evolution of the TCO?,Steady
24107,1000011,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
24107,1000009,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Is this application aligned with the company's future technology direction?,Yes
24107,1000022,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
24107,1000006,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
24107,1000021,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Medium
24107,1000020,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
24107,1000019,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
24107,1000018,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the approximate number of end users for this application?,100 to 500
24107,1000017,Business Impact,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,Does the application serve internal or external users?,External users
24107,1000015,Software Maintenance Estimate,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the average skill level of the development team on this type of application?,6 months
24107,1000012,Software Maintenance Estimate,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,22.0
24107,1000121,Software Maintenance Estimate,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the percentage of change to the base code for this application over the last 12 months?,33.0
24107,1000032,Software Maintenance Estimate,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the CMMI level of the organization?,Level 1 (upper half)
24107,1000016,Software Maintenance Estimate,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,What is the annual staff turnover within the development team for this application?,10%
24107,10000808,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,No dependency
24107,10000809,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
24107,10000810,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Experts
24107,10000811,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
24107,10000800,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,Agile Development
24107,10000801,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers] What is the current deployment platform for this application?,Mobile or Tablet application
24107,10000802,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Anonymous (no authentication)
24107,10000803,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers]  How is this application exposed to external services/applications?,Standalone (no interaction)
24107,10000901,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Data
24107,10000805,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Business Drivers] How is data consumed from this application?,Information Management
24107,10000806,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
24107,10000807,Cloud Readiness Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
24107,10001304,Business Alignment Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Portfolio Management] How many Business processes does the application support?,2 to 4 processes
24107,10006306,Business Alignment Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 2 .0 - Develop and Manage Products and Services
24107,10006307,Business Alignment Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[Portfolio Management] What is the application's life cycle stage?,Decommissioned
24107,10003000,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Performance - Elasticity,Med (Moderate spikes occasionally)
24107,10003001,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Performance - Scalability,Known Exponential Growth
24107,10003003,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Performance - Latency,< 100ms
24107,10003004,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Performance - Throughput,25-50 Mbps
24107,10003104,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Operations - Business Continuity,"High Availability required (99.9% - ""three nines"")"
24107,10003008,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
24107,10003107,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Security & Compliance - Jurisdiction,No restrictions
24107,10003014,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,1-2 years
24107,10003015,IaaS Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[IaaS] Financial - Operating Cost,"High (High SLAs, recovery,  large staffing)"
24107,10006303,TCO Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[TCO] What is the Total Cost of Ownership for this application?,High
24107,10006304,TCO Assessment,CloudFoundry Blocker Detection Campaign_CloudFoundry,07/06/2018,CloudFoundry,complete,[TCO] What is the evolution of the TCO?,Steady
29462,1000011,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,40.0
29462,1000009,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Is this application aligned with the company's future technology direction?,Yes
29462,1000022,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Very High
29462,1000006,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
29462,1000021,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
29462,1000020,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
29462,1000019,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
29462,1000018,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the approximate number of end users for this application?,More than 2500
29462,1000017,Business Impact,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Does the application serve internal or external users?,Both
29462,1000015,Software Maintenance Estimate,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the average skill level of the development team on this type of application?,6 years
29462,1000012,Software Maintenance Estimate,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,50.0
29462,1000121,Software Maintenance Estimate,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the percentage of change to the base code for this application over the last 12 months?,50.0
29462,1000032,Software Maintenance Estimate,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the CMMI level of the organization?,Level 3
29462,1000016,Software Maintenance Estimate,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the annual staff turnover within the development team for this application?,5%
29462,1000427,Application Properties,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
29462,1000004,Application Properties,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,What is the application type?,CRM
29462,1000002,Application Properties,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,Application Owner's name,JAS
29462,1000033,Application Properties,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,In what year was this application first put into production?,2017
29462,10000808,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,No dependency
29462,10000809,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
29462,10000810,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
29462,10000811,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
29462,10000800,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
29462,10000801,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers] What is the current deployment platform for this application?,Mobile or Tablet application
29462,10000802,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
29462,10000803,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
29462,10000901,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Compute
29462,10000805,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
29462,10000806,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
29462,10000807,Cloud Readiness Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, multi-tenant front with a dedicated schema (with common database)"
29462,10001304,Business Alignment Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Portfolio Management] How many Business processes does the application support?,More than 10 processes
29462,10006306,Business Alignment Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 6.0 - Manage Customer Service
29462,10006307,Business Alignment Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Maturity
29462,10003000,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Performance - Elasticity,Med (Moderate spikes occasionally)
29462,10003001,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Performance - Scalability," Fast, Linear Growth"
29462,10003003,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Performance - Latency,< 200ms (Consumer web application)
29462,10003004,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Performance - Throughput,5-25 Mbps
29462,10003104,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Operations - Business Continuity,"Moderate Availability required (99% - ""two nines"") "
29462,10003008,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Architecture - Application - Complexity,"Med, (N tier,  low integration w/other apps (2-5))"
29462,10003107,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to a nation
29462,10003014,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,2-3 years
29462,10003015,IaaS Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[IaaS] Financial - Operating Cost,"Med (Moderate SLAs, Minimal staffing)"
29462,10006303,TCO Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[TCO] What is the Total Cost of Ownership for this application?,High
29462,10006304,TCO Assessment,ExperienSys (OSS) #4_ExperienSyS,01/02/2019,ExperienSyS,complete,[TCO] What is the evolution of the TCO?,Increasing
29554,1000011,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,70.0
29554,1000009,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Is this application aligned with the company's future technology direction?,Yes
29554,1000022,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Very High
29554,1000006,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,The number of major releases delivered over the last 12 months for this application?,More than 12
29554,1000021,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Very High
29554,1000020,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Very High
29554,1000019,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
29554,1000018,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the approximate number of end users for this application?,More than 2500
29554,1000017,Business Impact,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Does the application serve internal or external users?,Both
29554,1000015,Software Maintenance Estimate,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the average skill level of the development team on this type of application?,6 years
29554,1000012,Software Maintenance Estimate,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,25.0
29554,1000121,Software Maintenance Estimate,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the percentage of change to the base code for this application over the last 12 months?,25.0
29554,1000032,Software Maintenance Estimate,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the CMMI level of the organization?,Level 3
29554,1000016,Software Maintenance Estimate,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the annual staff turnover within the development team for this application?,5%
29554,1000427,Application Properties,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
29554,1000004,Application Properties,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,What is the application type?,CRM
29554,1000002,Application Properties,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,Application Owner's name,JAS
29554,1000033,Application Properties,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,In what year was this application first put into production?,2017
29554,10000808,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,No dependency
29554,10000809,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
29554,10000810,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Experts
29554,10000811,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with continuity of service
29554,10000800,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
29554,10000801,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
29554,10000802,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Single Sign On
29554,10000803,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers]  How is this application exposed to external services/applications?,Standalone (no interaction)
29554,10000901,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Data
29554,10000805,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Business Drivers] How is data consumed from this application?,Information Management
29554,10000806,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
29554,10000807,Cloud Readiness Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Technical Enablers] Is this application multi-tenant?,Full multi-tenant application
29554,10001304,Business Alignment Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Portfolio Management] How many Business processes does the application support?,More than 10 processes
29554,10006306,Business Alignment Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Portfolio Management] What is the primary capability that this application supports? (APQC short), 3.0 - Market and Sell Products and Services
29554,10006307,Business Alignment Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[Portfolio Management] What is the application's life cycle stage?,Production - Growth
29554,10003000,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Performance - Elasticity,Med High (Severe spikes regularly)
29554,10003001,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Performance - Scalability,Known Exponential Growth
29554,10003003,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Performance - Latency,< 200ms (Consumer web application)
29554,10003004,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Performance - Throughput,25-50 Mbps
29554,10003104,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Operations - Business Continuity,"High Availability required (99.9% - ""three nines"")"
29554,10003008,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Architecture - Application - Complexity,"Med Low, (UI with database backend)"
29554,10003107,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Security & Compliance - Jurisdiction,Restricted to continent
29554,10003014,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Architecture - Infrastructure - Hardware Life Expectancy,1-2 years
29554,10003015,IaaS Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[IaaS] Financial - Operating Cost,"Med High (High SLAs, some staffing)"
29554,10006303,TCO Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[TCO] What is the Total Cost of Ownership for this application?,High
29554,10006304,TCO Assessment,App Links for Community CRM_CommunityCRM,01/21/2020,CommunityCRM,complete,[TCO] What is the evolution of the TCO?,Exponential
35222,1000011,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,25.0
35222,1000009,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Is this application aligned with the company's future technology direction?,Yes
35222,1000022,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
35222,1000006,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
35222,1000021,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,High
35222,1000020,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,High
35222,1000019,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Could failure of this application lead to disruption? Please define the level of impact.,High
35222,1000018,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the approximate number of end users for this application?,501 to 2500
35222,1000017,Business Impact,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Does the application serve internal or external users?,Both
35222,1000015,Software Maintenance Estimate,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the average skill level of the development team on this type of application?,1 year
35222,1000012,Software Maintenance Estimate,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,28.0
35222,1000121,Software Maintenance Estimate,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the percentage of change to the base code for this application over the last 12 months?,4.0
35222,1000032,Software Maintenance Estimate,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the CMMI level of the organization?,Level 2
35222,1000016,Software Maintenance Estimate,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the annual staff turnover within the development team for this application?,10%
35222,1000427,Application Properties,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
35222,1000004,Application Properties,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,What is the application type?,Supply chain management system
35222,1000002,Application Properties,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,Application Owner's name,G Money
35222,1000033,Application Properties,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,In what year was this application first put into production?,2005
35222,10000808,Cloud Readiness Assessment,CCPA App Assessment_Hadoopy CCPA,08/31/2019,Hadoopy CCPA,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
